PFAM	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
PF00581	169	82	225	271	187	126	245	229	224	175	153	170
PF00582	152	105	227	228	222	185	234	305	206	200	228	251
PF00583	318	143	342	457	364	348	462	475	515	398	373	510
PF00584	22	16	34	35	25	17	26	38	33	28	24	36
PF00585	5	2	9	8	11	2	13	8	5	3	6	5
PF00586	87	45	102	121	105	115	122	156	146	119	121	165
PF00587	130	84	174	178	167	164	161	232	209	146	210	237
PF00588	105	69	156	180	142	114	156	190	168	127	142	159
PF00589	307	138	369	309	382	461	402	565	457	345	520	610
PF00590	86	59	122	115	112	98	127	145	146	84	101	126
PF00591	54	32	72	76	68	72	79	96	89	72	75	98
PF00593	555	175	544	709	666	338	762	621	549	523	330	412
PF00595	142	56	161	193	140	124	174	199	190	124	149	172
PF00596	63	33	73	77	58	82	96	100	91	75	75	97
PF00609	0	0	0	0	0	2	0	0	1	0	0	1
PF00610	4	0	3	6	7	0	2	0	5	3	0	0
PF00611	0	0	0	1	0	0	0	0	0	0	0	1
PF00612	9	0	1	9	7	3	2	2	2	1	0	4
PF00613	4	0	1	2	1	1	0	1	0	0	0	0
PF00614	22	16	26	21	17	14	23	43	23	24	25	27
PF00615	7	0	3	8	3	2	1	3	3	1	0	2
PF00616	0	0	1	1	2	0	3	0	2	0	0	0
PF00617	3	0	0	6	2	1	3	0	1	1	0	2
PF00618	0	0	0	1	0	0	1	1	1	0	0	1
PF00619	0	0	0	6	0	0	1	0	0	1	0	0
PF00620	7	0	1	11	2	2	3	2	1	0	0	3
PF00621	8	0	2	11	6	2	6	1	2	1	1	3
PF00622	4	0	1	2	2	1	1	0	0	2	0	1
PF00623	66	23	58	67	62	64	61	76	73	43	66	77
PF00625	48	21	49	55	46	38	61	58	61	34	33	57
PF00626	2	0	0	2	4	2	2	0	2	3	1	2
PF00627	4	0	0	4	1	4	2	2	2	1	0	2
PF00628	4	0	2	6	0	0	3	0	1	2	1	0
PF00629	4	1	6	8	4	4	6	7	5	6	4	4
PF00630	1	0	1	5	0	1	1	0	1	1	2	0
PF00632	11	0	4	9	2	1	6	1	6	4	0	2
PF00633	80	61	95	109	101	98	108	144	131	91	113	153
PF00634	0	0	0	1	0	0	0	0	0	0	0	0
PF00635	0	0	1	1	0	2	1	0	1	0	0	2
PF00636	27	19	27	33	24	23	38	24	38	21	35	33
PF00637	4	0	2	3	2	0	1	0	2	1	0	0
PF00638	0	0	0	1	1	1	0	0	0	0	0	2
PF00639	72	42	100	102	86	106	123	138	116	86	112	151
PF00640	0	0	0	0	0	1	1	0	0	0	0	0
PF00641	3	0	0	3	0	0	2	0	3	2	2	0
PF00642	5	0	10	6	3	0	0	1	1	0	1	1
PF00643	1	0	1	4	1	1	1	4	2	2	5	4
PF00644	3	1	1	2	3	1	2	4	3	0	1	3
PF00645	0	0	0	2	1	0	1	0	1	0	0	2
PF00646	3	0	3	9	3	2	7	2	1	6	1	1
PF00647	1	0	0	0	0	0	2	0	0	1	0	0
PF00648	7	0	0	8	6	3	5	3	11	3	4	11
PF00650	6	0	1	7	1	0	4	2	3	2	0	0
PF00651	5	0	0	15	6	3	9	2	4	10	1	6
PF00652	3	0	1	2	2	1	4	1	4	1	2	4
PF00653	0	0	0	1	0	2	0	0	0	0	0	0
PF00654	60	19	55	61	63	64	67	91	71	54	52	83
PF00656	54	14	69	126	66	79	120	92	150	83	56	85
PF00657	25	9	25	29	18	19	33	32	23	27	21	39
PF00658	0	0	0	0	0	0	1	0	0	0	0	0
PF00659	0	0	0	1	0	0	0	0	1	0	0	0
PF00662	35	24	61	66	45	39	78	61	64	41	37	73
PF00664	228	119	306	340	284	225	307	329	353	281	284	349
PF00665	306	115	393	401	332	409	326	369	361	305	382	542
PF00667	3	3	9	5	8	5	12	10	3	5	1	10
PF00668	108	11	72	238	95	79	190	102	212	111	49	100
PF00669	51	36	76	54	58	47	95	92	75	72	61	79
PF00670	67	33	74	58	69	64	95	77	112	63	73	84
PF00672	155	113	213	209	213	200	277	304	335	189	220	267
PF00673	35	12	42	45	40	44	64	61	45	35	31	43
PF00675	113	45	100	152	102	103	119	114	124	109	98	135
PF00676	173	61	177	229	170	158	188	213	229	166	172	189
PF00677	33	10	38	45	48	38	66	61	56	44	47	54
PF00679	108	57	135	144	134	142	136	184	168	151	142	173
PF00680	0	0	0	0	0	0	0	0	0	1	1	2
PF00681	0	0	0	0	0	1	2	1	4	0	2	0
PF00682	114	76	195	194	143	154	179	216	222	152	207	239
PF00683	0	0	0	0	3	1	0	0	1	0	0	1
PF00684	21	10	18	17	17	16	23	22	30	24	21	35
PF00685	58	39	72	106	70	60	84	82	84	52	43	70
PF00686	5	1	2	8	4	6	7	5	9	5	1	5
PF00687	52	23	51	59	56	61	66	86	83	47	49	67
PF00688	2	0	1	0	3	4	1	0	3	1	9	5
PF00689	46	32	66	55	65	72	73	115	64	80	80	111
PF00690	26	18	36	39	38	49	33	68	41	35	46	54
PF00691	137	70	253	266	229	135	261	225	218	197	122	182
PF00692	37	33	38	31	35	36	36	44	43	26	24	49
PF00694	57	30	76	85	74	85	92	110	91	81	81	86
PF00696	181	94	250	232	208	208	272	265	271	215	226	297
PF00697	41	22	41	54	45	42	57	57	56	34	35	60
PF00698	68	18	65	108	79	57	118	74	148	81	68	77
PF00699	6	4	6	11	7	2	10	5	7	12	0	3
PF00700	43	34	66	45	46	39	58	75	83	55	33	62
PF00701	97	47	104	123	121	121	118	162	140	115	140	163
PF00702	181	136	311	266	237	232	301	365	335	229	264	389
PF00703	44	15	34	32	41	50	53	76	66	48	66	73
PF00704	6	4	6	11	9	8	11	12	13	11	11	13
PF00705	2	0	2	1	2	5	5	5	6	4	8	7
PF00707	31	18	37	47	39	35	50	46	45	35	34	37
PF00708	28	18	25	37	35	29	39	59	53	39	49	38
PF00709	99	33	105	103	102	100	107	122	145	105	103	134
PF00710	23	10	32	29	31	30	40	37	32	23	21	49
PF00712	33	23	53	42	45	43	58	55	59	44	44	47
PF00714	0	0	0	0	0	0	0	1	0	0	0	0
PF00716	0	0	0	0	0	1	0	0	0	0	0	0
PF00717	82	45	79	115	96	73	98	105	110	80	89	104
PF00719	29	16	23	43	27	19	39	32	37	34	15	24
PF00720	0	0	0	0	0	0	0	1	0	0	0	0
PF00722	34	14	29	35	30	15	24	48	41	24	32	21
PF00723	21	6	11	35	18	14	35	15	28	21	11	15
PF00724	85	39	97	83	111	119	96	156	110	74	132	172
PF00725	58	23	65	77	67	63	69	85	59	66	67	85
PF00728	20	5	21	14	24	24	27	46	17	19	39	40
PF00730	68	36	83	77	81	76	92	92	83	84	85	115
PF00731	41	22	63	48	53	46	50	66	65	49	55	71
PF00732	51	18	51	68	45	32	55	36	50	42	22	38
PF00733	149	62	162	240	201	195	258	260	251	198	212	277
PF00735	1	2	0	1	3	3	3	1	2	2	2	1
PF00736	3	0	4	2	3	5	2	6	3	5	5	8
PF00737	0	0	1	3	0	0	1	0	4	2	0	0
PF00741	6	3	14	14	7	7	9	4	16	6	16	8
PF00742	45	20	48	48	53	44	64	64	60	46	50	63
PF00743	28	6	21	53	34	7	34	18	33	32	9	13
PF00745	10	8	23	18	14	15	20	27	24	16	11	22
PF00746	0	0	0	1	0	2	1	1	1	3	2	1
PF00749	151	60	133	175	172	177	178	220	196	140	156	233
PF00750	50	28	60	70	72	67	71	75	85	71	69	74
PF00752	6	1	2	2	5	5	5	5	3	4	3	11
PF00753	234	135	302	333	295	324	363	442	372	298	389	466
PF00754	20	10	27	22	24	33	27	66	42	22	49	47
PF00755	3	0	1	4	1	1	2	1	0	2	0	4
PF00756	79	31	76	155	105	66	112	107	98	89	78	108
PF00759	18	5	17	14	22	16	35	21	26	16	18	24
PF00762	52	16	47	83	50	32	68	51	66	48	28	40
PF00763	30	28	37	42	47	39	38	53	57	39	36	61
PF00764	71	31	88	92	82	93	104	95	117	74	82	106
PF00765	4	6	13	7	10	1	4	5	2	3	0	3
PF00766	25	12	35	36	31	57	42	55	44	48	64	72
PF00768	34	27	48	52	39	16	47	38	38	45	27	43
PF00769	0	0	0	0	0	1	0	0	0	0	0	0
PF00770	0	0	1	1	0	0	0	0	0	0	1	0
PF00771	99	35	104	114	84	89	121	114	126	107	74	122
PF00772	41	26	66	44	49	58	62	70	54	57	67	69
PF00773	61	34	84	98	78	64	101	84	101	77	63	94
PF00775	10	1	7	17	2	6	12	4	6	1	2	3
PF00777	1	0	0	2	3	1	2	1	1	0	1	2
PF00778	0	0	0	2	0	0	1	0	0	0	0	1
PF00780	0	0	0	2	2	1	0	0	3	0	0	0
PF00781	36	18	26	21	25	35	31	42	45	29	32	52
PF00782	16	5	15	24	21	22	18	21	24	8	19	26
PF00784	3	0	0	1	0	0	0	0	0	0	1	0
PF00786	0	0	0	1	2	0	0	0	0	0	0	0
PF00787	3	0	2	6	2	1	0	1	2	0	0	1
PF00788	0	0	0	0	0	0	0	1	1	2	0	2
PF00789	1	0	0	0	1	0	1	0	2	0	1	0
PF00790	0	0	0	4	0	0	0	0	0	0	0	0
PF00791	0	0	1	2	1	1	2	2	2	1	1	5
PF00792	0	0	0	1	0	0	0	0	0	0	0	0
PF00793	89	50	115	121	129	122	139	162	168	111	139	188
PF00794	0	0	0	1	0	0	0	0	0	0	0	0
PF00795	218	82	226	259	207	179	252	298	256	216	237	271
PF00796	0	0	0	4	1	0	3	0	0	0	0	0
PF00797	3	0	4	8	3	1	4	3	6	4	3	8
PF00799	0	0	0	0	0	0	0	0	1	0	0	0
PF00800	30	19	52	49	37	48	54	56	49	29	43	51
PF00801	169	43	169	247	220	265	297	272	274	202	257	369
PF00804	0	0	0	1	0	0	0	1	0	0	1	0
PF00805	178	23	133	362	145	98	305	129	420	207	84	130
PF00806	1	0	0	0	0	0	3	1	0	0	0	1
PF00808	1	0	1	10	1	5	3	1	5	9	2	4
PF00809	79	36	104	117	121	107	126	142	128	106	107	165
PF00810	0	0	0	1	0	0	1	0	0	1	0	0
PF00811	1	0	0	0	1	0	0	0	0	0	0	0
PF00812	0	0	0	1	0	0	0	0	0	0	0	0
PF00813	46	12	48	48	33	34	52	52	50	36	43	47
PF00814	70	40	96	96	92	91	106	113	136	70	119	111
PF00815	72	29	99	93	86	68	94	117	103	91	87	101
PF00816	3	0	2	3	3	2	0	2	3	0	1	1
PF00817	48	35	60	57	46	44	63	68	56	40	48	77
PF00821	31	8	44	29	37	50	48	47	56	49	53	67
PF00825	19	10	18	31	21	21	28	37	24	24	18	34
PF00827	2	0	1	0	0	7	1	1	2	0	5	4
PF00828	34	15	43	42	44	29	53	44	52	34	42	55
PF00829	25	15	47	41	43	21	40	54	59	32	32	49
PF00830	16	7	27	28	16	13	25	38	22	19	22	28
PF00831	27	12	34	45	31	25	39	38	52	21	33	40
PF00832	0	0	0	0	0	0	0	0	0	1	3	1
PF00833	2	2	0	2	1	4	0	1	2	3	2	3
PF00834	47	29	62	66	66	62	91	79	68	65	65	87
PF00836	0	0	0	0	0	0	0	0	0	0	0	1
PF00837	3	1	1	3	0	5	1	2	2	6	0	0
PF00838	0	0	0	1	0	0	0	0	0	1	0	0
PF00839	3	1	2	3	4	3	6	1	4	8	2	6
PF00840	0	0	0	1	0	0	0	0	0	1	0	0
PF00842	29	22	49	53	41	33	40	40	45	32	33	36
PF00847	4	6	6	1	5	0	4	3	5	1	2	1
PF00848	14	3	14	43	13	4	22	6	13	26	4	13
PF00849	109	58	129	131	93	107	150	162	172	87	132	143
PF00850	65	24	101	97	66	96	92	98	122	65	109	137
PF00852	2	0	2	9	3	2	6	0	8	1	2	6
PF00853	0	0	0	0	0	2	0	0	0	0	0	0
PF00854	26	7	36	48	32	32	43	42	31	41	34	35
PF00856	20	2	12	41	20	13	21	16	23	19	7	24
PF00857	72	42	80	103	88	79	84	110	84	65	79	101
PF00858	1	0	0	19	7	3	10	0	2	4	0	7
PF00860	25	29	45	26	43	26	40	36	36	23	37	40
PF00861	20	21	29	39	39	36	43	56	37	33	39	49
PF00862	6	9	18	12	28	11	16	34	20	13	10	9
PF00864	0	0	1	2	0	0	0	0	0	0	0	0
PF00866	2	1	1	0	0	0	0	0	1	5	1	2
PF00867	4	0	2	2	3	4	5	7	3	4	3	8
PF00868	0	0	0	0	0	1	0	0	2	0	0	0
PF00870	0	0	0	0	0	0	1	0	0	0	0	0
PF00871	58	51	106	78	69	98	81	116	98	66	94	109
PF00872	122	63	206	153	163	177	155	226	182	142	238	235
PF00873	1036	406	1290	1460	1273	1076	1421	1500	1315	1190	1162	1548
PF00874	0	12	2	4	1	0	3	3	3	0	1	0
PF00875	42	21	61	55	50	33	51	39	51	35	27	54
PF00876	1	0	0	8	2	3	2	3	1	2	1	6
PF00877	15	14	24	29	20	16	18	36	24	19	24	35
PF00879	0	0	1	0	0	2	0	2	2	0	0	0
PF00880	0	0	0	0	0	0	0	0	1	0	0	0
PF00881	82	61	133	108	122	154	138	222	138	129	162	224
PF00882	3	1	2	2	2	0	3	8	6	5	2	7
PF00883	67	26	63	106	83	59	101	72	85	71	48	67
PF00884	843	210	1002	922	973	1175	1173	1861	1200	1030	1528	1669
PF00885	33	9	48	42	25	46	50	38	49	35	35	58
PF00886	23	16	29	33	25	21	30	33	29	26	31	36
PF00887	3	1	1	1	2	4	1	3	5	3	1	1
PF00888	7	0	1	9	4	2	3	2	2	2	1	0
PF00889	49	23	55	56	68	36	67	67	66	52	49	56
PF00890	467	228	621	640	595	620	654	847	730	566	664	880
PF00891	30	18	51	47	41	31	57	60	64	46	43	54
PF00892	239	106	337	351	259	261	355	378	317	279	291	396
PF00893	8	5	11	15	10	8	17	14	12	8	12	15
PF00899	64	32	78	107	92	86	114	120	90	69	94	103
PF00900	5	0	1	0	3	7	4	5	1	3	3	12
PF00902	60	21	47	81	52	53	71	93	69	58	63	69
PF00903	145	53	149	254	156	115	188	151	183	177	100	144
PF00905	168	88	239	274	235	213	277	301	266	253	217	315
PF00907	1	0	0	1	2	0	0	0	0	0	0	1
PF00908	38	17	56	42	49	48	49	62	60	43	40	60
PF00909	115	33	127	142	119	96	162	150	179	124	127	124
PF00910	7	11	16	17	20	18	17	21	23	11	7	14
PF00912	81	36	104	138	119	98	139	130	152	96	88	105
PF00916	114	45	133	179	137	93	148	133	146	138	80	135
PF00917	0	0	0	0	1	0	1	0	0	0	0	0
PF00918	0	0	0	0	0	0	0	0	0	1	0	0
PF00919	59	38	93	88	93	92	102	97	119	78	87	107
PF00920	118	58	159	161	131	154	155	168	150	109	146	205
PF00923	60	13	60	79	80	73	88	102	103	77	67	86
PF00924	155	69	195	253	193	144	256	255	255	195	168	228
PF00925	36	20	59	58	53	46	78	56	63	48	46	79
PF00926	41	27	53	57	47	48	79	64	58	45	45	68
PF00927	0	0	0	0	0	0	0	0	1	1	0	0
PF00928	2	0	0	1	0	0	1	0	0	0	1	0
PF00929	67	37	82	92	82	56	84	102	93	74	36	84
PF00930	120	31	105	136	134	97	135	133	162	103	100	137
PF00931	25	1	8	41	15	17	29	13	57	22	12	18
PF00932	54	17	41	47	42	79	63	72	61	51	84	90
PF00933	67	56	112	94	125	86	135	141	136	101	119	124
PF00935	0	0	0	1	0	2	0	0	1	1	0	5
PF00936	27	10	30	44	26	29	45	53	48	35	34	52
PF00939	90	48	117	140	128	95	135	176	115	120	95	133
PF00940	4	7	4	5	7	4	2	5	4	1	1	7
PF00941	32	26	52	51	44	58	49	66	52	35	67	85
PF00942	0	0	0	2	1	0	3	1	0	1	1	0
PF00949	2	0	3	1	6	2	2	1	4	3	2	1
PF00950	87	49	142	143	139	141	151	159	162	127	122	173
PF00953	68	32	77	101	103	80	142	148	117	117	104	137
PF00955	4	0	0	7	3	4	1	3	2	2	0	0
PF00956	0	0	0	4	1	0	0	1	0	1	1	0
PF00957	1	0	0	2	1	1	1	0	1	2	0	1
PF00958	35	14	45	40	43	39	43	53	50	48	45	49
PF00959	6	6	4	12	9	6	5	11	8	9	5	5
PF00961	3	1	1	3	3	1	2	4	2	1	1	5
PF00962	24	14	39	51	38	38	37	54	69	39	51	54
PF00963	12	3	19	44	26	23	37	44	33	31	28	52
PF00965	0	0	0	1	0	0	0	0	0	0	0	0
PF00970	18	21	52	46	40	38	40	53	36	24	43	46
PF00975	21	7	20	51	17	23	37	23	57	28	13	23
PF00977	91	51	128	127	129	133	168	185	168	133	149	185
PF00982	38	18	60	68	53	43	60	52	56	34	39	53
PF00984	80	33	83	91	94	92	97	123	129	67	91	140
PF00986	35	38	60	53	51	42	52	59	51	53	43	55
PF00988	24	9	39	46	44	29	41	48	48	34	31	52
PF00989	559	330	1002	625	889	857	972	1390	1344	765	966	1143
PF00990	240	255	466	362	403	272	402	489	501	359	304	386
PF00992	0	0	0	0	0	0	0	1	0	1	0	1
PF00994	76	38	99	99	81	80	87	114	104	68	82	125
PF00995	3	1	0	4	0	0	2	1	2	6	0	0
PF00996	5	3	2	5	4	5	3	2	8	6	6	5
PF00999	184	85	188	288	226	185	289	279	273	220	199	242
PF01000	28	17	41	52	39	38	52	47	49	30	33	51
PF01001	0	0	0	0	0	0	1	0	0	0	1	0
PF01003	0	0	0	0	0	0	0	1	0	0	0	0
PF01007	7	0	2	10	3	4	12	1	9	5	1	2
PF01008	44	18	57	57	45	73	62	93	75	69	80	104
PF01010	0	1	4	3	2	3	4	5	4	3	4	3
PF01011	189	34	110	216	154	289	204	279	233	252	314	403
PF01012	63	37	105	82	90	132	121	163	111	97	170	192
PF01014	0	0	0	1	3	0	1	0	2	0	0	1
PF01015	3	1	2	0	4	7	3	5	5	2	6	9
PF01016	20	13	30	34	24	23	22	31	27	26	19	33
PF01018	28	15	34	51	35	40	40	40	51	34	39	40
PF01019	123	60	136	201	116	103	187	129	151	146	97	161
PF01020	0	0	1	1	0	0	0	0	0	2	0	3
PF01022	154	98	203	204	181	192	185	248	222	201	209	260
PF01025	39	20	58	67	49	57	63	72	78	52	56	91
PF01026	63	42	79	100	76	92	110	99	85	63	94	115
PF01027	25	11	45	30	27	17	32	35	25	18	15	24
PF01028	3	1	2	3	6	6	7	5	2	4	3	5
PF01029	42	28	62	58	43	44	57	60	61	59	58	74
PF01030	1	3	0	6	4	2	5	12	3	0	3	4
PF01031	2	0	0	0	2	0	0	0	1	0	0	2
PF01032	82	67	132	138	147	88	152	183	192	99	96	150
PF01033	1	0	0	0	0	0	2	0	1	1	0	2
PF01034	0	0	0	0	0	0	0	0	1	0	0	0
PF01035	32	14	50	60	47	44	50	58	75	29	48	67
PF01036	16	3	19	17	21	9	20	9	23	11	10	7
PF01037	39	20	66	50	51	48	46	46	61	47	50	60
PF01039	185	66	232	256	232	207	260	312	258	215	230	292
PF01040	128	40	144	185	158	113	165	166	187	128	126	174
PF01041	334	141	373	410	376	484	495	600	478	386	570	676
PF01042	74	21	83	120	66	57	90	93	77	75	60	73
PF01043	43	15	35	61	42	46	41	52	45	57	40	56
PF01044	0	0	0	0	0	0	0	0	0	0	0	1
PF01047	88	55	125	143	117	91	158	147	147	127	105	133
PF01048	81	54	110	88	99	84	123	166	140	87	120	146
PF01049	0	0	0	0	0	0	0	0	0	0	0	1
PF01050	24	21	42	47	41	33	36	55	41	32	36	43
PF01051	2	4	15	9	14	3	0	8	6	3	2	2
PF01052	45	18	54	41	39	33	47	63	48	50	29	47
PF01053	239	111	256	320	245	219	345	316	308	258	265	333
PF01055	47	24	72	68	66	57	83	103	84	70	83	90
PF01057	1	1	1	1	0	1	1	2	3	0	1	3
PF01058	57	21	77	92	83	82	93	105	107	79	107	116
PF01059	17	6	10	26	11	7	13	12	15	16	7	14
PF01061	142	57	154	184	177	177	208	233	224	198	218	239
PF01062	15	1	6	31	14	2	21	5	15	11	0	9
PF01063	98	50	136	134	125	103	126	156	121	117	113	155
PF01066	54	30	66	64	55	60	69	77	65	69	79	93
PF01067	0	0	0	2	2	1	1	0	1	0	0	2
PF01068	38	7	26	50	35	32	38	29	34	32	28	38
PF01070	61	31	58	80	66	55	87	84	86	69	81	72
PF01071	61	37	80	96	81	66	87	103	95	62	63	96
PF01073	295	100	322	365	346	347	381	428	453	339	372	522
PF01074	19	13	28	16	36	53	40	65	54	36	66	54
PF01075	80	23	66	79	81	104	108	135	104	95	129	159
PF01076	2	0	1	4	6	0	1	2	3	0	1	0
PF01077	43	13	39	75	52	50	72	69	77	54	43	80
PF01078	201	120	257	292	269	258	331	373	335	255	311	388
PF01079	4	0	1	4	1	3	10	4	5	3	1	1
PF01080	2	0	0	1	1	2	0	0	1	1	0	3
PF01081	31	11	30	36	16	23	43	30	40	26	37	33
PF01082	0	0	0	0	1	0	0	0	0	0	0	0
PF01083	0	1	0	2	0	0	2	0	0	0	0	0
PF01084	20	11	27	28	22	15	23	32	29	26	19	44
PF01085	0	0	0	2	1	0	2	1	2	2	0	1
PF01086	1	0	0	0	0	1	0	0	0	0	0	0
PF01087	13	4	5	12	25	9	19	24	27	8	21	26
PF01088	1	0	0	1	0	0	1	0	1	0	0	0
PF01090	2	0	0	0	2	3	2	3	0	1	4	2
PF01092	3	0	0	3	0	2	0	1	2	2	4	5
PF01094	36	23	74	50	37	65	48	78	70	39	85	88
PF01095	2	0	6	3	3	13	2	3	3	2	10	8
PF01096	0	0	2	1	2	5	1	1	4	1	0	8
PF01098	107	50	143	159	156	149	175	184	197	158	159	225
PF01103	97	46	120	147	111	100	138	149	122	108	86	146
PF01105	1	0	0	2	1	1	1	1	2	1	1	1
PF01106	28	12	38	40	31	26	28	42	28	48	26	45
PF01108	0	0	1	0	0	0	0	0	0	0	0	0
PF01109	0	0	0	0	0	0	0	0	1	0	0	0
PF01111	0	0	1	0	0	0	0	1	0	0	0	0
PF01112	26	6	31	49	19	11	31	24	35	28	23	27
PF01113	21	18	30	33	31	28	36	43	42	26	32	46
PF01115	2	0	0	1	0	0	3	0	0	2	0	0
PF01116	50	37	57	38	87	67	80	128	78	57	91	96
PF01117	0	0	0	0	0	0	0	1	0	0	0	0
PF01118	75	50	101	86	90	70	92	115	118	69	69	97
PF01119	23	21	29	36	26	18	42	47	48	29	35	40
PF01120	84	22	95	79	96	152	135	243	130	106	173	193
PF01121	33	19	54	64	37	28	46	50	63	43	48	71
PF01123	0	0	0	0	0	1	0	0	0	0	0	1
PF01124	13	2	16	31	17	10	18	8	18	7	3	7
PF01125	0	0	0	0	2	0	0	0	0	0	0	0
PF01126	13	0	4	10	7	4	7	0	17	8	1	7
PF01127	13	10	28	45	24	18	20	24	29	18	14	15
PF01128	48	35	63	83	60	72	83	77	84	63	78	92
PF01129	0	0	0	0	0	1	1	1	1	0	0	0
PF01130	1	0	0	0	0	2	2	0	3	1	0	1
PF01131	102	58	111	140	134	136	158	160	160	126	122	175
PF01132	19	19	31	44	29	32	36	47	42	35	36	42
PF01133	1	0	0	0	0	0	0	0	0	0	0	0
PF01134	213	138	293	307	252	270	299	423	327	233	324	419
PF01135	132	68	168	170	148	164	177	230	197	144	194	234
PF01136	28	30	61	32	53	49	54	62	48	34	42	56
PF01137	10	1	1	14	8	28	12	20	14	22	20	21
PF01138	86	54	97	116	112	114	130	123	121	82	103	136
PF01139	65	25	63	59	69	87	73	95	104	80	99	134
PF01142	28	3	17	29	15	42	25	39	35	26	44	57
PF01144	66	29	88	68	81	49	82	68	71	49	71	92
PF01145	192	59	190	216	186	193	253	243	250	222	228	242
PF01148	39	26	48	58	37	51	61	60	56	48	50	62
PF01149	32	12	27	48	30	26	42	45	32	22	17	38
PF01150	1	0	0	2	0	1	2	0	1	0	1	0
PF01151	7	0	0	5	4	3	4	3	2	4	0	2
PF01152	8	3	7	15	4	4	13	6	5	12	5	3
PF01154	8	0	4	9	4	2	8	9	9	8	3	8
PF01155	14	9	24	20	18	31	24	27	36	25	42	35
PF01156	27	10	26	29	31	27	34	44	36	17	45	55
PF01157	3	0	0	0	1	6	0	2	1	3	3	4
PF01158	0	1	0	0	0	0	0	0	0	0	0	0
PF01159	0	0	0	1	0	0	0	0	0	0	0	0
PF01161	12	10	16	13	22	20	20	29	15	11	18	41
PF01163	25	4	22	28	28	32	36	28	54	43	34	43
PF01165	23	9	30	38	26	19	48	32	45	26	19	36
PF01166	0	0	0	0	0	0	0	0	1	0	0	0
PF01167	3	0	0	2	1	0	1	0	0	0	0	2
PF01168	91	67	141	131	128	104	152	172	146	98	111	163
PF01169	5	0	5	18	9	6	8	9	12	7	6	4
PF01170	52	40	78	81	77	68	85	115	97	61	91	123
PF01171	45	33	72	66	70	79	83	85	85	57	71	90
PF01172	5	1	0	3	2	4	1	2	2	2	3	2
PF01174	17	8	17	13	18	16	31	30	24	13	29	25
PF01175	24	10	28	21	22	25	27	30	21	23	32	41
PF01176	31	17	29	38	41	32	45	42	41	29	33	46
PF01177	30	21	42	44	54	43	40	78	68	39	64	60
PF01179	6	0	3	16	4	1	6	1	3	3	1	3
PF01180	84	51	107	108	87	92	129	138	125	82	102	152
PF01182	40	11	38	48	35	33	53	46	46	47	44	49
PF01183	5	1	4	13	8	4	7	7	8	12	2	14
PF01184	4	3	4	1	3	7	6	10	5	2	4	5
PF01186	2	0	1	4	5	0	2	1	2	1	0	0
PF01187	0	8	4	2	5	1	4	9	2	3	2	3
PF01189	44	18	53	48	36	47	50	67	54	47	42	64
PF01191	3	1	1	1	4	5	0	3	1	0	4	5
PF01192	16	15	23	20	22	23	31	23	28	17	14	19
PF01193	47	25	71	84	66	53	74	78	65	52	54	64
PF01194	1	1	0	2	2	0	1	0	1	0	2	7
PF01195	35	21	64	61	52	39	49	61	53	32	45	78
PF01196	38	22	39	43	40	24	48	51	40	34	39	48
PF01197	32	11	34	36	29	17	27	38	28	22	31	34
PF01198	4	0	1	1	2	1	1	3	2	3	3	1
PF01199	0	0	0	1	1	0	0	1	1	1	0	0
PF01200	0	1	0	0	1	2	0	2	3	1	3	6
PF01201	1	1	0	2	2	3	3	0	2	1	2	3
PF01202	42	26	58	63	55	39	65	57	83	56	47	65
PF01203	3	3	5	4	4	0	3	2	4	1	1	1
PF01204	19	8	22	16	16	21	20	29	22	27	13	17
PF01205	9	7	16	10	9	5	13	12	15	10	14	13
PF01206	20	8	36	21	29	30	24	31	28	21	35	43
PF01207	94	56	137	138	135	122	141	165	150	104	106	156
PF01208	161	56	209	154	201	308	190	451	332	205	411	426
PF01209	255	121	280	367	269	313	373	400	412	315	344	419
PF01210	38	17	55	56	46	52	59	78	55	36	49	58
PF01212	125	61	139	151	126	130	160	175	163	113	155	170
PF01213	0	0	0	0	2	0	0	0	0	0	1	0
PF01214	0	0	0	0	0	0	1	1	1	1	0	0
PF01215	0	0	0	0	0	0	0	0	0	1	0	0
PF01216	0	0	0	0	0	0	0	0	0	1	0	0
PF01217	4	0	1	4	1	2	2	0	3	3	0	0
PF01218	23	9	31	44	20	9	27	24	26	21	3	12
PF01219	10	7	11	18	14	15	12	16	16	16	10	13
PF01220	21	16	24	41	25	22	33	30	31	24	15	28
PF01221	1	0	0	1	0	2	1	2	0	0	0	0
PF01222	6	1	3	4	11	3	3	6	2	8	9	7
PF01223	5	1	5	18	13	3	10	3	15	4	6	8
PF01225	69	40	95	103	76	78	91	94	116	77	79	98
PF01226	5	3	13	14	10	4	11	13	8	8	10	11
PF01227	43	8	33	58	38	36	50	45	43	41	43	48
PF01228	10	8	31	11	24	23	20	50	29	14	42	38
PF01229	7	8	12	13	12	17	22	23	18	10	16	27
PF01230	42	27	56	65	45	51	73	74	62	62	62	84
PF01231	2	0	1	6	1	0	1	2	1	2	1	0
PF01232	4	5	6	3	6	1	6	8	1	3	6	2
PF01233	1	0	1	1	0	0	1	0	0	0	0	0
PF01234	1	0	1	1	0	2	2	0	3	2	0	1
PF01235	60	29	65	80	66	36	92	90	52	63	44	53
PF01237	1	0	0	0	1	2	0	0	1	0	0	0
